drug,label,count,drug_id,genes
Calcipotriol,22,56,10640,"['VDR', 'CYP24A1', 'MPO', 'IGFBP3', 'NFKBIA', 'HMOX1', 'MMP1', 'NPC1', 'CDKN1A', 'GADD45A', 'IL1B', 'TXNRD1', 'PDGFA', 'PLK1', 'HSD17B10', 'S100A4', 'RRP1B', 'AURKA', 'CDC25A']"
Nitrofural+Nisoldipine,0,56,"4679, 4016","['CRYZ', 'CDKN1A', 'XDH', 'CYP2D6', 'CTSL', 'ABCC5', 'ADRB2', 'INPP1', 'TXNRD1', 'DDAH1', 'HMOX1', 'HDAC2', 'CACNA1C', 'XBP1', 'CACNA2D1', 'CDC25B', 'CACNA1D', 'CACNB2', 'CYP3A7', 'CACNA1S', 'HSPA1A', 'ABCB1', 'PROS1', 'CYP3A4', 'HMOX1', 'CYP1A2', 'CYP3A5']"
Ropivacaine,16,56,5252,"['SCN9A', 'CYP1A2', 'SCN1A', 'CYP3A4', 'SCN3A', 'CYP2B6', 'SCN4A', 'SCN2A', 'SCN10A', 'SCN5A', 'CYP2D6', 'SCN8A', 'TF', 'ADRB2', 'PRKCQ', 'CXCL2', 'EMP1', 'DCK', 'CDKN1B', 'PTK2']"
Testosterone propionate,5,56,9658,"['UGT1A1', 'CYP17A1', 'COMT', 'AR', 'NFKBIA', 'HMOX1', 'MALT1', 'GPER1', 'AKR7A2', 'LIG1', 'PCNA', 'PIK3C2B', 'MAP4K4', 'TRAP1', 'IGFBP3', 'CHEK2', 'EIF4EBP1', 'TMEM97', 'PSMB8', 'EZH2', 'MYC', 'PNP', 'CDC25B']"
Cefixime,13,57,2520,"['SLC15A1', 'SLC22A5', 'SLC15A2', 'HLA-DRA', 'KIT', 'TLR4', 'GPER1', 'BCL2', 'NR1H2', 'SDHB', 'PNP', 'EIF4EBP1', 'MIF', 'ERBB2', 'GAA']"
Pyrimethamine,21,57,5401,"['CYP2D6', 'CYP2C9', 'CYP2C8', 'DHFR', 'PTPN6', 'PTGS2', 'HDAC6', 'IKBKB', 'HMMR', 'TOP2A', 'CCNA2', 'CCNB1', 'PLK1', 'CDC25B', 'AURKA', 'RPS6KA1', 'BIRC5', 'HSPA1A', 'FOSL1', 'HSD17B10']"
Nifedipine,0,57,6643,"['CYP2A6', 'KCNA1', 'CACNA1H', 'CACNB2', 'CYP2E1', 'CACNA1D', 'ABCC2', 'ABCC3', 'CACNA1C', 'CYP3A5', 'ABCB1', 'CYP1A1', 'CYP2B6', 'CALM1', 'CYP1A2', 'CACNA1S', 'CYP2D6', 'CYP3A4', 'CYP2C8', 'CYP3A7', 'CACNA2D1', 'CYP2C9', 'EIF4EBP1', 'MYC', 'ADO', 'SLC25A4']"
Diazoxide,1,58,6647,"['CA2', 'KCNJ11', 'KCNMA1', 'SLC12A3', 'ATP1A1', 'CA1', 'ABCC8', 'P4HTM', 'PRKCQ', 'KRT19', 'CASP2', 'EPCAM', 'LPAR2', 'CDKN1B', 'HPRT1', 'LAP3', 'CAST']"
Methotrimeprazine+Cabergoline,15,58,"5761, 5285","['CYP2D6', 'HTR2A', 'CHRM3', 'CYP1A2', 'DRD2', 'HTR2C', 'NR1H2', 'HRH1', 'ADRA1D', 'CYP2E1', 'CHRM2', 'ADRA1B', 'DRD4', 'CDKN1B', 'ADRA2B', 'CHRM5', 'ADRA2C', 'ADRA2A', 'CHRM4', 'DRD5', 'ADRA1A', 'DRD3', 'DRD1', 'CHRM1', 'ADRA2C', 'DRD4', 'ADRB2', 'ADRA1B', 'DRD5', 'ADRB1', 'HTR2B', 'ADRA2B', 'DRD3', 'TYMS', 'HTR1D', 'HTR1B', 'ADRA1A', 'HTR1A', 'HTR7', 'HTR2A', 'ADRA1D', 'PSMD2', 'DRD2', 'HTR2C', 'DRD1', 'ADRA2A', 'CYP3A4']"
Phenoxybenzamine+Epinephrine,8,58,"5620, 2740","['HMOX1', 'ADRA2C', 'CYP3A4', 'ADRA1D', 'ADRA1B', 'ADRA2A', 'SLC22A2', 'ADRB2', 'CALM1', 'SLC22A3', 'CDKN1A', 'SLC22A1', 'ADRA1A', 'ADRA2B', 'GADD45A', 'ADRA2B', 'TSC22D3', 'SLC22A2', 'ADRA1B', 'ADRA2C', 'ADRB3', 'TF', 'TNF', 'GRK2', 'NFKBIA', 'ADRB1', 'CYP1A2', 'ADRA1A', 'IGFBP3', 'SLC22A5', 'PIK3C2B', 'ADRA1D', 'ADRA2A', 'CYP2C9', 'PAH', 'SLC22A1', 'ADRB2', 'CYP3A4', 'PRKCD']"
Medroxyprogesterone acetate+Sevoflurane,18,59,"2018, 6364","['SHBG', 'AKR1C3', 'PGR', 'GPER1', 'NFKBIA', 'HSD3B2', 'PCNA', 'CYP3A4', 'CYP2C9', 'CDK4', 'CYP2C8', 'RGS2', 'ESR1', 'MYC', 'FOXO3', 'NR3C1', 'AR', 'CYP3A4', 'ATP2C1', 'CYP2A6', 'GABRG1', 'GABRB1', 'GRIA1', 'GABRA6', 'CYP2E1', 'GABRQ', 'GABRB3', 'KCNK2', 'KCNK3', 'ALB', 'CYP2B6', 'ATP5F1D', 'GABRP', 'GABRA2', 'KCNA1', 'GABRA5', 'GLRA1', 'GABRD', 'GABRG3', 'GABRB2', 'GABRE', 'GABRA3', 'KCNK18', 'GABRA1', 'GABRG2', 'GABRA4', 'KCNK9', 'KCNK10']"
Dipyridamole+Glycine,20,59,"5585, 1512","['PDE6G', 'PDE8B', 'PDE11A', 'ABCC4', 'PDE4A', 'PDE6A', 'SLC29A1', 'PDE7B', 'PDE6D', 'PDE8A', 'PDE3B', 'PDE1C', 'PDE5A', 'PDE6H', 'PDE10A', 'PDE1A', 'PDE2A', 'CDK6', 'ADA', 'ABCC5', 'PDE6B', 'ABCB1', 'PDE6C', 'PDE7A', 'PDE1B', 'PDE3A', 'SLC6A9', 'GLDC', 'GRIN2C', 'SLC36A1', 'GRIN3B', 'SHMT1', 'GNMT', 'SLC32A1', 'GLRA1', 'GLRA2', 'GRIN2A', 'GATM', 'GLRB', 'GLRA3', 'GPR18', 'SLC6A5']"
Cimetidine+Profenamine,8,59,"3068, 4457","['SLC22A6', 'SLC22A2', 'FMO1', 'ABCB1', 'SLC22A4', 'ABCB11', 'FMO3', 'SLC47A1', 'SLC22A1', 'SLC22A3', 'CYP3A4', 'SLC22A5', 'SLC22A7', 'CYP1A2', 'CYP11B1', 'CYP3A7', 'CYP2C9', 'SLC22A8', 'SLC22A11', 'CYP2C19', 'CYP2E1', 'CYP2C8', 'CYP3A5', 'CYP2D6', 'PIN1', 'HRH2', 'HMOX1', 'FDFT1', 'PAK1', 'SQSTM1', 'GRIN3A', 'ERBB3', 'BCHE', 'HMGCR', 'CHRM2', 'CHRM1', 'TUBB6']"
Chlorprothixene,8,60,6366,"['DRD1', 'CHRM4', 'HTR2B', 'HTR6', 'CHRM2', 'HTR2A', 'CHRM3', 'ABCB1', 'HRH1', 'HTR2C', 'DRD3', 'CHRM5', 'DRD2', 'CHRM1', 'CYP51A1', 'FDPS', 'IKBKB', 'SQLE', 'NPC1', 'LIPA', 'HMGCR', 'SPP1', 'FDFT1', 'NME1', 'GNAS', 'TYMS', 'TUBB6', 'NFKBIA', 'SDHB']"
Azathioprine+Fluorouracil,11,60,"5770, 3332","['RRP1B', 'GSTM1', 'COL11A1', 'NUCB2', 'HPRT1', 'XDH', 'GSTA1', 'PLK1', 'TPMT', 'ABCC3', 'CDK6', 'PMM2', 'TYMP', 'UMPS', 'CDKN1A', 'ABCC5', 'CYP2C8', 'TYMS', 'ALB', 'CYP2A6', 'ABCC4', 'PPAT', 'MTHFR', 'DPYD', 'GJA1', 'ABCG2', 'SLC29A1', 'CYP2C9', 'CYP1A2', 'SLC22A7']"
Hydroflumethiazide+Trichlormethiazide,19,60,"6421, 6809","['MIF', 'CA2', 'CA5B', 'SLC12A3', 'CA14', 'CA4', 'CA12', 'RGS2', 'KCNMA1', 'ATP1A1', 'SLC12A1', 'CA1', 'CA9', 'CA7', 'GPER1', 'PSMD2', 'ATP1A1', 'SLC12A3', 'TPMT', 'GHR', 'STXBP2', 'CA2', 'CA4', 'HP', 'CA12', 'GDF15', 'SLC12A1', 'CA5B', 'CA7', 'CA5A', 'PIN1', 'GET1', 'CA9', 'CA1']"
Famciclovir+Tacrolimus,3,60,"4379, 5842","['PRKCH', 'SDHB', 'CYP3A4', 'HSPB1', 'PIN1', 'COL11A1', 'CDC25B', 'AOX1', 'CYP3A5', 'CYP3A4', 'ABCB1', 'ABCA5', 'FKBP1A', 'MTOR', 'TSC22D3', 'PPP3CA', 'CYP3A7', 'TLR4', 'LPL', 'ALB', 'PRKAG2', 'PLK1', 'AXIN1', 'PSMB8']"
Calcitriol,5,61,565,"['CYP3A4', 'CYP24A1', 'GC', 'VDR', 'CTSD', 'SYK', 'NFKBIA', 'TBP', 'PIK3C2B', 'PTPN1', 'CES1', 'MAPK13', 'GADD45A', 'CFLAR', 'FOXO3', 'INPP1', 'BCL2', 'SRC', 'TXNRD1', 'SPP1', 'IL4R', 'CCL2', 'MYC', 'NUCB2', 'RRP1B', 'HPRT1']"
Phenobarbital+Thalidomide,5,61,"6200, 6510","['GRIK2', 'CYP4B1', 'CHRNA4', 'ABCC2', 'CYP3A4', 'CYP2E1', 'CYP4A11', 'GRIA2', 'CYP1B1', 'CYP2C8', 'CYP2C9', 'CYP2C19', 'ABCB11', 'CYP1A2', 'ABCC3', 'ABCB1', 'CYP2A6', 'GABRA1', 'ABCC1', 'CYP2B6', 'CHRNA7', 'CYP3A7', 'CYP1A1', 'CYP3A5', 'CYP2C19', 'TNF', 'TSC22D3', 'CYP1A1', 'PTGS2', 'FKBP5', 'CYP3A5', 'NFKB1', 'PTGS1', 'FGFR2', 'TRIB3', 'LPL', 'TGFBR2', 'CRBN', 'CYP1A2', 'NFKBIA', 'CYP2E1', 'CYP2C9', 'CCND3']"
Valproic acid+Acetaminophen,7,61,"4606, 4620","['UGT1A4', 'UGT1A8', 'CYP2C8', 'SLC22A7', 'CYP2C19', 'ALDH5A1', 'CYP1A2', 'CYP2A6', 'CYP2C9', 'SLC22A8', 'UGT2B7', 'CYP3A4', 'UGT1A6', 'UGT1A10', 'HDAC9', 'SLC22A5', 'HDAC2', 'CYP3A5', 'CYP2B6', 'UGT1A9', 'UGT2B15', 'PTGS1', 'SLC22A6', 'UGT1A3', 'ABAT', 'UGT1A6', 'CYP2E1', 'PAK6', 'CYP1A2', 'SULT2A1', 'CYP1A1', 'CNR1', 'SULT1E1', 'CYP2C9', 'CYP2C8', 'UGT2B15', 'TRPV1', 'CYP2D6', 'UGT1A10', 'PTGS2', 'NAT2', 'PTGS1', 'ABCB1', 'SULT1A1', 'UGT1A9', 'CCNB1', 'GET1', 'CYP2A6', 'SLC22A6', 'CYP3A4', 'UGT1A1']"
Nelfinavir,5,61,5537,"['CYP3A7', 'SLC22A1', 'SLCO1A2', 'ABCB1', 'CYP2C9', 'CYP2B6', 'CYP2D6', 'CYP3A4', 'ABCG2', 'SLCO1B1', 'CYP3A5', 'CYP1A2', 'CYP2C19', 'NFKBIA', 'XBP1', 'TRIB3', 'HMOX1', 'ASNS', 'CBLB', 'PAK1', 'DDIT3', 'EPRS1', 'NUCB2', 'CALU', 'EIF4EBP1']"
Suramin,9,61,11374,"['PLA2G4A', 'ARSA', 'P2RX4', 'SIRT1', 'P2RY2', 'PLA2G2A', 'RYR1', 'SIRT5', 'FSHR', 'F2', 'CDH1', 'EPCAM', 'PAK6', 'POLB', 'CDKN1A', 'RRP1B', 'RPA1', 'DPYSL2', 'VKORC1', 'TAGLN', 'BAD', 'CCND3']"
Amitriptyline,15,63,4657,"['NTRK2', 'SLC6A4', 'HRH4', 'CHRM1', 'KCNA1', 'CYP2B6', 'CYP3A4', 'HTR2C', 'HTR1D', 'SIGMAR1', 'ABCB1', 'CYP2E1', 'ADRA2A', 'DRD2', 'ADRA1A', 'CHRM4', 'ALB', 'KCNQ3', 'CYP1A2', 'CYP2C8', 'HTR1A', 'HRH1', 'HTR1B', 'CYP2C19', 'OPRK1', 'KCNQ2', 'CYP3A5', 'CYP2C9', 'OPRM1', 'CHRM2', 'SLC6A2', 'KCND3', 'DRD3', 'CHRM3', 'NTRK1', 'HRH2', 'HTR7', 'CYP2D6', 'HTR6', 'OPRD1', 'CHRM5', 'ADRA1B', 'KCND2', 'ADRA1D', 'HTR2A', 'CASP10', 'IKBKE', 'NR1H2']"
Auranofin,7,63,5768,"['IKBKB', 'ALB', 'PRDX5', 'HBB', 'GPER1', 'GHR', 'IKZF1', 'PTGS2', 'ADRB2', 'MALT1', 'PAK6', 'PAK1', 'PAX8', 'EGR1', 'TUBA1A', 'PCNA', 'CDC25B', 'CD40', 'APEX1', 'PSMB6', 'NFKBIA', 'PSMD9', 'CTSD', 'PLK1']"
Clarithromycin,5,63,6345,"['CYP1A2', 'CYP3A5', 'SLC22A7', 'ABCB1', 'CYP3A4', 'CYP3A7', 'CYP2C19', 'ABCC5', 'GATA3', 'TBX2', 'EPCAM', 'ABHD6', 'LAP3', 'MIF', 'KEAP1', 'NME1', 'CSNK1E', 'GDF15']"
Rosiglitazone,5,65,4052,"['CYP2A6', 'SLCO1B1', 'PTGS1', 'CYP2D6', 'CYP2C8', 'CYP2C19', 'PPARG', 'CYP1A2', 'ALB', 'CYP2C9', 'HMGCR', 'TBP', 'PPARD', 'CXCL2', 'ADRB2', 'FPGS', 'PNP', 'FDFT1', 'ACLY', 'STK10', 'MYC', 'XBP1', 'HMOX1', 'PRKCD', 'GMNN', 'GJA1', 'PIN1', 'CCNB1', 'ADM', 'PXN', 'FKBP4', 'PSMD2']"
Fluocinolone acetonide,5,65,3114,"['SERPINA6', 'PLA2G4A', 'NR3C1', 'PXN', 'PRKAG2', 'ADAM10', 'NFKBIA', 'TSC22D3', 'IGFBP3', 'HSPA1A', 'VDAC1', 'CBR3', 'ICAM3', 'SQSTM1', 'EIF4EBP1', 'PNP', 'STXBP2', 'GAA', 'CDKN1B', 'HPRT1', 'GDF15']"
Amiodarone,0,65,6645,"['KCNH2', 'CYP3A7', 'CYP1A2', 'CYP3A5', 'CYP2C9', 'CYP2A6', 'CYP3A4', 'ABCB1', 'CYP1A1', 'CYP2D6', 'CYP2C8', 'ADRB1', 'SIGMAR1', 'THRB', 'CYP2C19', 'THRA', 'CACNA1H', 'CACNA2D2', 'CYP51A1', 'SQLE', 'FDFT1', 'SQSTM1', 'CTSD', 'HMOX1', 'IKZF1', 'NPC1', 'FDPS', 'HMGCR', 'SPP1', 'LIPA', 'RHOA', 'EZH2']"
Triflupromazine,0,65,3059,"['ABCB1', 'CHRM1', 'BCHE', 'HTR2B', 'CHRM2', 'DRD1', 'DRD2', 'LIPA', 'SQLE', 'CYP51A1', 'FDFT1', 'FDPS', 'LDLR', 'HMGCR', 'SQSTM1', 'NPC1', 'TUBB6', 'TYMS', 'LIG1', 'PCNA', 'CDK1', 'SDHB', 'SUV39H1', 'NFKBIA', 'PIN1', 'HSD17B10', 'MELK', 'NME1']"
Triamcinolone,5,66,2475,"['NR3C1', 'CYP3A4', 'SERPINA6', 'BCHE', 'PTGS2', 'FKBP5', 'LPL', 'TSC22D3', 'CDKN1A', 'CASP7', 'RGS2', 'SERPINE1', 'PPARG', 'PRKCD', 'FOXO3', 'HSPB1', 'MYC', 'PER1', 'PRKAG2', 'NFKBIA', 'CDK19', 'HSPA1A', 'GDF15', 'CCL2', 'TYMS', 'PCNA', 'SMAD3', 'SQSTM1', 'FOSL1', 'ERBB2', 'CBR3', 'FHL2', 'IGFBP3']"
Desoximetasone,5,67,3758,"['NR3C1', 'CDK19', 'PRKCH', 'FKBP5', 'PRKCD', 'PTK2B', 'TBXA2R', 'ARID5B', 'RGS2', 'PRKAG2', 'NFKBIA', 'HSPB1', 'MUC1', 'CES1', 'MAPKAPK5', 'TSC22D3', 'PER1', 'CCL2', 'GDF15', 'DCK', 'S100A4', 'SQSTM1', 'SPR', 'SMAD3', 'ERBB2', 'FOSL1', 'FHL2', 'SLC7A5', 'VIM', 'IGFBP3']"
Flunisolide,5,69,511,"['CYP3A4', 'NR3C1', 'SERPINA6', 'HP', 'HSPB1', 'PER1', 'MUC1', 'TLR4', 'MYC', 'PRKAG2', 'PTK2B', 'CTSD', 'FKBP5', 'CDKN1A', 'NFKBIA', 'RGS2', 'TSC22D3', 'LPL', 'PRKCD', 'FOXO3', 'LIG1', 'FHL2', 'GDF15', 'IGFBP3', 'CCL2', 'SQSTM1', 'FOSL1', 'TYMS', 'PNP', 'TXNRD1', 'PCNA']"
Clobetasol propionate,5,69,6794,"['CYP1A2', 'CYP1A1', 'NR3C1', 'PER1', 'CDK19', 'NFKBIA', 'FOXO3', 'PRKAG2', 'MUC1', 'TSC22D3', 'FKBP5', 'PTK2B', 'PRKCD', 'HSPB1', 'CDKN1A', 'CCL2', 'SQSTM1', 'SUV39H1', 'TYMS', 'GDF15', 'FOSL1', 'IGFBP3', 'PNP', 'LIG1', 'PCNA', 'CDC25B', 'FHL2', 'CDK4']"
Flurandrenolide,5,70,5825,"['NR3C1', 'SERPINA6', 'NFKBIA', 'MUC1', 'TSC22D3', 'CXCL2', 'CDKN1A', 'TLR4', 'PER1', 'RGS2', 'LPL', 'SERPINE1', 'PROS1', 'FOXO3', 'CTSD', 'HP', 'MYC', 'FKBP5', 'PRKCD', 'PRKAG2', 'HSPB1', 'CCNB1', 'FHL2', 'VIM', 'GDF15', 'FOSL1', 'HSPA1A', 'IGFBP3', 'SQSTM1', 'CCL2']"
Glyburide,7,72,6789,"['CYP3A4', 'ALB', 'SLC22A7', 'ABCC8', 'SLC22A6', 'ABCB11', 'KCNJ5', 'CYP2C19', 'ABCG2', 'ABCC9', 'ABCC1', 'ABCC3', 'KCNJ11', 'SLCO1A2', 'SLC15A2', 'ABCC2', 'CFTR', 'ABCA1', 'CYP2C9', 'SLCO2B1', 'CPT1A', 'ABCB1', 'SLC15A1', 'KCNJ1', 'TLR4', 'SELL', 'ADRB2', 'ABCC5', 'CDK6', 'ERAP2', 'TENT4A', 'MMP2', 'PRKACA', 'RB1', 'TGFB3', 'IFNAR1', 'DNMT3A', 'PLA2G4A', 'HIF1A', 'VEGFA']"
Floxuridine,5,72,4643,"['TYMP', 'TYMS', 'FOSL1', 'KEAP1', 'HMOX1', 'NOTCH1', 'NFKBIA', 'PPARD', 'PTGS2', 'FAS', 'CDKN1A', 'GADD45A', 'INPP1', 'PMAIP1', 'MYC', 'CCNA2', 'HMMR', 'NEK2', 'CDC25B', 'TOP2A', 'AURKA', 'TTK', 'EZH2', 'CDKN3', 'TBP', 'PLK1', 'BIRC5', 'CCNB1']"
Etacrynic acid,5,72,5680,"['SLC22A6', 'ATP1A1', 'ALB', 'SLC12A1', 'CBR1', 'SQSTM1', 'TXNRD1', 'CTSL', 'AKR1C1', 'CDKN1A', 'INPP1', 'GCLM', 'HMOX1', 'FAS', 'FOSL1', 'KEAP1', 'CDK1', 'PCNA', 'SUV39H1', 'TOP2A', 'PLK1', 'LIG1', 'CCNA2', 'PARP2', 'AKR7A2', 'RAD51', 'GMNN']"
Diflorasone,5,74,5444,"['NR3C1', 'PRKAG2', 'HP', 'TSC22D3', 'RGS2', 'STAT3', 'CTSD', 'CDKN1A', 'PER1', 'FKBP5', 'MYC', 'HSPB1', 'MUC1', 'PRKCD', 'NFKBIA', 'FOXO3', 'CXCL2', 'MAOA', 'SQSTM1', 'EPHB2', 'PSMB8', 'CDC25B', 'FHL2', 'HSPA1A', 'CCL2', 'IGFBP3', 'FOSL1', 'DCK', 'TYMS', 'NUCB2', 'GDF15']"
Perphenazine,0,75,5831,"['CYP2C8', 'CYP2C9', 'DRD1', 'HTR2A', 'CYP2B6', 'CALM1', 'ADRA2A', 'AOX1', 'CYP1A2', 'HTR2C', 'DRD2', 'HTR6', 'HTR7', 'CYP3A4', 'CYP2C19', 'HTR1A', 'HRH1', 'CYP2D6', 'HMGCR', 'FDPS', 'TMEM97', 'LIPA', 'PNPLA3', 'FDFT1', 'GAA', 'SQLE', 'CYP51A1', 'TSC22D3', 'CTSD', 'SCD', 'NPC1', 'PCNA', 'TUBB6', 'IGFBP3']"
Sertraline,0,76,6629,"['SLC6A4', 'MAOB', 'CYP3A4', 'MAOA', 'ABCB1', 'CYP2B6', 'SLC6A3', 'CYP2D6', 'CYP1A2', 'CYP2C9', 'SLC6A2', 'SIGMAR1', 'CYP2C19', 'CYP51A1', 'ACLY', 'SPP1', 'SQLE', 'SCD', 'HMOX1', 'PNPLA3', 'NPC1', 'HMGCR', 'LIPA', 'FDFT1', 'TMEM97', 'SQSTM1', 'FDPS', 'CTSD', 'LDLR', 'MELK', 'EED', 'BIRC5', 'TUBB6', 'PCNA', 'IGFBP3']"
Loperamide,7,76,5804,"['CALM1', 'OPRK1', 'OPRM1', 'CACNA1A', 'CYP3A4', 'CYP2D6', 'OPRD1', 'CYP2C8', 'ABCB1', 'CYP2B6', 'CYP51A1', 'LIPA', 'TLR4', 'NPC1', 'FDPS', 'FDFT1', 'HMGCR', 'SQLE', 'SCD', 'LDLR', 'TRAP1', 'NME1']"
Fluspirilene,11,77,11023,"['ADRB1', 'SLC6A4', 'OPRL1', 'ADRA2A', 'HTR2A', 'DRD2', 'HTR1A', 'CACNG1', 'HRH1', 'HTR2B', 'FDFT1', 'HMGCR', 'FDPS', 'SCD', 'TMEM97', 'SQLE', 'SPP1', 'ACLY', 'CDH1', 'LDLR', 'CYP51A1', 'SPR', 'MIF', 'HSPA8', 'FPGS', 'PSMD9', 'PCNA']"
Metformin,20,79,4691,"['SLC22A1', 'NDUFV3', 'NDUFA3', 'NDUFV1', 'NDUFA13', 'NDUFAF1', 'NDUFA8', 'NDUFC2', 'NDUFS8', 'NDUFS4', 'SLC22A2', 'NDUFA6', 'NDUFAF3', 'NDUFS6', 'NDUFS1', 'NDUFAF2', 'SLC47A1', 'NDUFA7', 'NDUFAB1', 'NDUFA12', 'NDUFS2', 'NDUFA4L2', 'NDUFC1', 'NDUFAF4', 'NDUFB4', 'NDUFS5', 'NDUFB1', 'NDUFB2', 'NDUFB11', 'NDUFA10', 'NDUFS3', 'NDUFB5', 'NDUFA4', 'NDUFA5', 'NDUFB8', 'PRKAB1', 'NDUFA1', 'SLC29A4', 'NDUFA11', 'NDUFV2', 'NDUFB6', 'NDUFB7', 'NDUFA2', 'NDUFB9', 'NDUFB3', 'NDUFA9', 'NDUFS7', 'NDUFB10', 'SLC22A3', 'CRKL', 'IKBKE', 'SLC25A4', 'SRC', 'TEX10', 'PHKG2', 'MT2A', 'PSME1', 'BRCA1', 'PSMB10']"
Nortriptyline,8,79,3759,"['HTR1A', 'ADRA1A', 'CYP2C9', 'CHRM3', 'CHRM4', 'ADRA1D', 'HTR2C', 'CYP2D6', 'CYP2C19', 'PTGS1', 'ALB', 'HTR2A', 'SLC6A2', 'ADRA1B', 'CYP3A5', 'CHRM1', 'SLC6A4', 'CHRM5', 'CYP1A2', 'CYP3A4', 'DRD2', 'HTR6', 'CYP2E1', 'CHRM2', 'HRH1', 'LDLR', 'SCD', 'PNPLA3', 'FDFT1', 'HMGCR', 'LIPA', 'NPC1', 'FDPS', 'CYP51A1', 'SQLE', 'SDHB', 'TUBB6', 'PCNA', 'HDAC2', 'TYMS', 'EZH2', 'CCNA2', 'MYC', 'LIG1']"
Acyclovir,22,80,6436,"['SLC22A6', 'SLC22A1', 'SLC10A2', 'SLC47A2', 'SLC22A8', 'SLC47A1', 'HYOU1', 'TBXA2R', 'IPO13', 'PRKX', 'DFFB', 'IFNAR1', 'EGF', 'IKBKB', 'RBP4', 'CXCR4', 'CASP10', 'CDK4', 'GAA', 'PSMD9', 'NME1', 'EIF4EBP1', 'CTSL', 'MIF', 'ERBB2', 'LIG1', 'RPS6KA1', 'PCNA', 'XBP1', 'SDHB']"
Maprotiline,0,80,5643,"['ABCB1', 'HRH1', 'HTR2C', 'DRD2', 'HTR2A', 'SLC6A2', 'SLC6A3', 'CYP2D6', 'CHRM2', 'CHRM1', 'CHRM3', 'CHRM5', 'CYP1A2', 'CHRM4', 'HTR7', 'PNPLA3', 'SCD', 'LIPA', 'HMGCR', 'CDKN1A', 'NR1H2', 'NPC1', 'FDFT1', 'FDPS', 'LDLR', 'SQLE', 'IKBKB', 'COL11A1', 'CYP51A1', 'TYMS', 'RHOA', 'TUBB6', 'MELK', 'NFKBIA', 'CDK1', 'CCNA2']"
Docetaxel,4,80,6246,"['MAPT', 'BCL2', 'TUBB1', 'MAP2', 'CYP1B1', 'TUBB6', 'TUBB3', 'ABCC1', 'TUBB4B', 'TUBB2B', 'SLCO1B3', 'EGFR', 'ABCB1', 'CYP3A4', 'CYP3A5', 'ABCC2', 'TUBB2A', 'TUBB4A', 'ABCC10', 'CYP3A7', 'GHRHR', 'TUBB', 'TUBB8', 'SLC22A7', 'KIF11', 'NR1I2', 'ABCG2', 'CDKN1A', 'CXCL2', 'CCNB1', 'AURKA', 'AKR7A2', 'TYMS', 'CDK1', 'AKR1B10', 'CHEK2', 'PCNA', 'TOP2A', 'CDK4']"
Levorphanol,5,81,5838,"['OPRK1', 'OPRD1', 'OPRM1', 'GPER1', 'PPARG', 'COL11A1', 'HBB', 'HLA-DRA', 'PAK1', 'MMP1', 'GATA3', 'TOP2A', 'PSME1', 'CD58', 'PIK3C2B', 'HSPA1A', 'PMM2', 'PIN1', 'TUBB6', 'PARP2', 'TYMS', 'DCK', 'PCNA', 'ABL1']"
Procaterol,7,83,5969,"['ADRB2', 'SRC', 'PAK1', 'EPHA3', 'ICAM1', 'CDK5R1', 'RGS2', 'HIF1A', 'LAP3', 'ALDH7A1', 'CDK4', 'SLC7A5', 'HSPA1A', 'RECQL', 'NPC1', 'CDC25B', 'TOP2A', 'MIF']"
Testosterone,13,84,2492,"['CYP1A1', 'CYP2C9', 'SLC22A3', 'CYP11A1', 'SLC22A7', 'CYP1B1', 'CYP3A4', 'CYP19A1', 'CYP2A13', 'CYP3A5', 'ABCG2', 'ALB', 'CYP3A43', 'MAOA', 'AR', 'SLCO1A2', 'SLC22A4', 'CYP2C19', 'CYP3A7', 'SLC22A8', 'CYP2B6', 'SLC22A1', 'SLC10A1', 'ABCB1', 'CYP2C8', 'SHBG', 'FOXO3', 'CDK6', 'GPER1', 'HMOX1', 'INPP1', 'MALT1', 'NFKBIA', 'IKZF1', 'TP53', 'SPR', 'IGFBP3', 'PCNA', 'LIG1', 'MYC', 'PRKDC', 'TXNRD1']"
Nonoxynol-9,12,85,12638,"['PTGS2', 'DDIT3', 'CBLB', 'XBP1', 'ASNS', 'NOTCH1', 'IKZF1', 'PMAIP1', 'HMOX1', 'CBS', 'GADD45A', 'TRIB3', 'TSC22D3', 'EIF4EBP1', 'PPARD', 'DYRK3', 'NUCB2', 'HSPA1A', 'PIN1', 'HSPA8', 'EZH2', 'PLK1', 'SUV39H1', 'GMNN', 'CCND3', 'SPR', 'BIRC5', 'HSD17B10', 'ICMT', 'LIG1', 'PCNA', 'EED', 'PSMB8', 'CCNA2']"
Benzylpenicillin,4,88,6516,"['SLC15A1', 'SLC22A11', 'SLC22A4', 'SLC22A6', 'SLC22A5', 'SLC15A2', 'SLCO2B1', 'SLCO1B1', 'SLC22A8', 'RHOA', 'DNMT1', 'MKNK1', 'EZH2', 'PXN', 'EIF4EBP1', 'GAA', 'HSPA1A', 'XPNPEP1', 'ICAM3', 'IGF2BP2', 'BRCA1', 'PNP']"
